pose_idx,j1_deg,j2_deg,j3_deg,j4_deg,j2_fk_deg,j3_fk_deg,j4_fk_deg,j1_actual_deg,j2_actual_deg,j3_actual_deg,j4_actual_deg,position_error_deg,tau_j1_Nm,tau_j2_Nm,tau_j3_Nm,tau_j4_Nm,tau_j2_analytical,tau_j3_analytical,tau_j4_analytical,ee_x_m,ee_y_m,ee_z_m,j3_local_x_m,j3_local_z_m,j4_local_x_m,j4_local_z_m,ee_local_x_m,ee_local_z_m,chassis_roll_deg,chassis_pitch_deg,chassis_z_m,droll_deg,dpitch_deg,dz_chassis_m,max_hub_lift_m,physics_tipped,converged
73,-95.782,2.064,108.058,24.975,2.064,-71.942,-155.025,-95.810,2.000,108.004,24.978,0.065,0.0004,12.1370,0.7614,-1.3464,-12.1428,-0.7698,1.3487,-0.084381,0.787515,-0.313221,0.359634,0.012962,0.457692,-0.254679,0.368278,-0.165566,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000001,False,True
74,-159.011,174.353,-119.089,14.124,174.353,60.911,-165.876,-158.978,174.452,-119.010,14.122,0.098,0.0021,-14.1596,-2.8296,0.6652,14.1636,2.8385,-0.6703,0.373124,0.276596,-0.228875,-0.358121,0.035410,-0.520535,-0.198831,-0.476093,-0.080674,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
75,-78.702,-99.604,88.405,25.106,-99.604,-91.595,-154.894,-78.724,-99.468,88.523,25.102,0.136,0.0002,-6.0755,-4.2008,1.8469,6.0911,4.1925,-1.8483,-0.092814,0.199063,-0.417192,-0.060039,-0.354824,-0.339650,-0.299466,-0.217113,-0.269125,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
76,-74.306,-4.329,20.530,12.683,-4.329,-159.470,-167.317,-74.343,-4.438,20.689,12.680,0.159,-0.0001,7.1037,-4.2468,1.6670,-7.1017,4.2462,-1.6673,0.003666,0.596932,-0.193768,0.358841,-0.027161,0.085121,-0.106690,0.195655,-0.045711,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
77,58.290,-126.176,-116.994,43.118,-126.176,63.006,-136.882,58.254,-126.151,-117.155,43.122,0.161,-0.0096,-5.6936,0.9912,-1.7868,5.7267,-0.9907,1.7887,-0.216931,0.573405,-0.648909,-0.212417,-0.290488,-0.083765,-0.544842,-0.202350,-0.501558,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
78,20.532,-54.000,78.511,25.222,-54.000,-101.489,-154.778,20.567,-53.991,78.598,25.219,0.087,-0.0010,2.3245,-4.3698,1.2277,-2.3169,4.3723,-1.2307,-0.062730,0.374568,-0.460563,0.211523,-0.291140,-0.047828,-0.409394,0.033766,-0.313069,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
79,102.203,78.232,76.952,-81.940,78.232,-103.048,98.060,102.244,78.107,76.956,-81.941,0.125,-0.0172,8.4329,6.1157,0.5469,-8.4594,-6.1384,-0.5490,-0.195302,0.064864,0.205541,0.073396,0.352303,0.332114,0.232671,0.368508,0.353549,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
80,59.153,-117.194,5.557,-26.646,-117.194,-174.443,153.354,59.110,-117.121,5.476,-26.643,0.081,0.0003,-4.3392,0.8507,-1.4217,4.3516,-0.8493,1.4213,-0.189350,0.532737,-0.286580,-0.164459,-0.320090,-0.059358,-0.055135,-0.153588,-0.139140,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
81,-33.701,29.286,-98.832,9.319,29.286,81.168,-170.681,-33.671,29.285,-98.718,9.317,0.114,-0.0042,8.7050,-1.2160,0.9490,-8.7193,1.2065,-0.9455,0.167089,0.542230,0.186223,0.313871,0.176039,0.214259,0.443105,0.276945,0.333531,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
82,113.047,-29.988,-132.374,-34.961,-29.988,47.626,145.039,113.081,-30.304,-132.342,-34.956,0.316,0.0000,13.9059,4.0669,-1.8173,-13.9077,-4.0507,1.8178,-0.296628,0.006867,-0.205595,0.311693,-0.179866,0.583332,-0.093498,0.462819,-0.055911,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
83,-119.890,-161.431,164.612,52.066,-161.431,-15.388,-127.934,-119.812,-160.959,164.521,52.064,0.472,-0.0795,-15.7398,-5.0429,1.0677,15.8511,5.0631,-1.0854,0.219686,-0.046820,-0.178163,-0.341134,-0.114596,-0.625733,-0.130410,-0.553772,-0.026692,179.994,0.001,-0.032917,-0.006,0.001,0.000011,0.000025,False,True
84,-171.824,155.907,56.093,-36.420,155.907,-123.907,143.580,-171.821,155.954,55.924,-36.416,0.169,0.0001,-7.0625,3.3319,-1.8985,7.0651,-3.3238,1.8985,0.132677,0.420115,0.159930,-0.328517,0.146904,-0.086790,0.297950,-0.212652,0.307681,180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
85,-147.583,-31.103,111.327,65.737,-31.103,-68.673,-114.263,-147.507,-31.138,111.440,65.740,0.114,-0.0223,7.2596,-2.5879,-1.5969,-7.1209,2.6235,1.5779,-0.194769,0.530414,-0.543763,0.308133,-0.185899,0.259735,-0.466799,0.155127,-0.396136,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
86,80.049,102.214,70.909,-70.653,102.214,-109.091,109.347,80.043,102.138,70.879,-70.652,0.075,0.0013,3.3201,5.7053,-0.4064,-3.2950,-5.7026,0.4111,-0.085264,0.234754,0.293253,-0.076132,0.351722,0.206856,0.317592,0.179598,0.440852,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
87,-13.724,-30.127,118.611,53.879,-30.127,-61.389,-126.121,-13.726,-30.198,118.694,53.882,0.083,-0.0004,8.1678,-1.6697,-1.5084,-8.1722,1.6708,1.5079,0.123411,0.432683,-0.536112,0.311254,-0.180625,0.303710,-0.465564,0.203744,-0.388474,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
88,-121.942,157.450,-121.503,-63.307,157.450,58.497,116.693,-121.885,157.656,-121.630,-63.311,0.206,0.0261,-13.9514,-3.3406,1.7045,13.8045,3.2942,-1.6911,0.182730,0.051456,-0.235916,-0.332353,0.138007,-0.563111,-0.029319,-0.450995,-0.087336,-180.000,0.000,-0.032927,0.000,0.000,0.000000,0.000001,False,True
89,0.376,-75.431,-1.098,5.603,-75.431,178.902,-174.397,0.565,-75.456,-1.040,5.602,0.188,-0.0099,2.0373,-0.8143,0.6227,-2.0504,0.8123,-0.6223,-0.017765,0.383462,-0.337688,0.090525,-0.348295,0.024122,-0.071099,0.065377,-0.190406,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
90,-125.168,-31.597,60.165,-35.895,-31.597,-119.835,144.105,-125.111,-31.632,60.342,-35.899,0.177,0.0002,6.1360,-3.5151,1.8842,-6.1736,3.5197,-1.8886,-0.158536,0.586383,-0.488687,0.306519,-0.188549,0.056183,-0.324855,0.181390,-0.340955,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
91,70.675,93.191,-142.780,27.467,93.191,37.220,-152.533,70.685,93.301,-142.648,27.463,0.131,-0.0003,-2.9067,-2.2470,1.7674,2.8616,2.2281,-1.7640,-0.143327,0.491469,0.381242,-0.020033,0.359309,-0.204816,0.576340,-0.087870,0.528802,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
92,-19.384,-56.280,-126.015,-57.452,-56.280,53.985,122.548,-19.412,-56.583,-125.957,-57.450,0.303,-0.0444,11.4610,5.1980,-0.9515,-11.5114,-5.1937,0.9593,0.325255,0.523887,-0.350908,0.199776,-0.299322,0.484586,-0.310738,0.420985,-0.201692,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
93,-42.832,-48.831,48.234,59.082,-48.831,-131.766,-120.918,-42.825,-48.847,48.253,59.080,0.019,-0.0001,2.3266,-5.1624,0.9954,-2.3291,5.1623,-0.9954,-0.046542,0.405297,-0.307617,0.236892,-0.270900,-0.048131,-0.267926,0.017858,-0.160309,-180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
94,-71.456,178.136,132.734,14.717,178.136,-47.266,-165.283,-71.404,178.333,132.808,14.713,0.197,0.0007,-13.8707,-2.4804,1.5783,13.8330,2.4586,-1.5709,-0.193771,-0.011783,0.007055,-0.359677,0.011703,-0.546192,0.227247,-0.442047,0.155904,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
95,46.902,20.021,57.750,91.455,20.021,-122.250,-88.545,46.953,19.961,57.849,91.459,0.099,0.0025,7.5356,-3.1697,-1.8724,-7.5177,3.1750,1.8706,-0.002505,0.282146,-0.279478,0.338119,0.123207,0.277742,-0.155364,0.153730,-0.131765,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
96,-49.747,68.177,-166.966,42.354,68.177,13.034,-137.646,-49.657,68.040,-166.992,42.352,0.137,0.0077,6.2069,1.9880,1.0517,-6.2243,-1.9937,-1.0528,0.104867,0.584716,0.362711,0.133777,0.334078,0.177332,0.615769,0.247126,0.510580,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
97,-148.446,51.646,169.356,21.479,51.646,-10.644,-158.521,-148.549,51.353,169.364,21.481,0.293,-0.0079,10.6402,3.7030,-0.8595,-10.8293,-3.7676,0.8798,-0.389523,0.647528,0.208113,0.223302,0.282207,0.438416,0.469217,0.380090,0.357262,-179.999,0.000,-0.032927,0.001,0.000,0.000001,0.000003,False,True
98,-137.518,118.053,-129.778,65.832,118.053,50.222,-114.168,-137.579,118.276,-129.711,65.829,0.223,0.0123,-10.3300,-4.9315,1.1083,10.2652,4.9132,-1.1164,0.217011,0.187585,0.328860,-0.169240,0.317588,-0.448331,0.375512,-0.374321,0.477779,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
99,166.283,130.257,-96.278,-56.063,130.257,83.722,123.937,166.278,130.396,-96.312,-56.067,0.139,0.0002,-10.7131,-3.3350,1.7662,10.6962,3.3420,-1.7644,0.252356,0.532695,-0.080145,-0.232553,0.274634,-0.468918,0.115327,-0.351941,0.067866,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
100,147.089,22.772,170.988,26.548,22.772,-9.012,-153.452,147.130,22.369,171.026,26.552,0.403,-0.0010,15.0726,4.5362,-1.4619,-15.0225,-4.5292,1.4520,-0.532976,0.169921,-0.025272,0.331816,0.139293,0.608674,0.207093,0.512409,0.125429,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
101,71.895,-73.960,97.572,-21.919,-73.960,-82.428,158.081,71.873,-73.895,97.801,-21.923,0.229,0.0057,-0.6285,-3.7415,1.9040,0.5946,3.7392,-1.9033,-0.125035,0.440686,-0.604109,0.099435,-0.345857,-0.161739,-0.460027,-0.035557,-0.456298,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000001,False,True
102,-84.287,-171.792,157.168,48.758,-171.792,-22.832,-131.242,-84.235,-171.363,157.039,48.755,0.429,-0.0421,-15.7977,-4.4444,1.5849,15.6462,4.3824,-1.5761,-0.104488,-0.110391,-0.059397,-0.356181,-0.051378,-0.631985,0.020589,-0.527494,0.091425,179.993,0.001,-0.032914,-0.007,0.001,0.000014,0.000030,False,True
103,168.903,41.185,110.383,-95.106,41.185,-69.617,84.894,168.915,40.926,110.400,-95.109,0.259,0.0749,14.7608,6.3298,1.0295,-15.0320,-6.4673,-1.0520,-0.670384,0.340073,0.056653,0.270831,0.236971,0.521490,0.101260,0.591235,0.206482,-179.999,-0.003,-0.032920,0.001,-0.003,0.000008,0.000020,False,True
104,100.350,117.169,54.624,-14.458,117.169,-125.376,165.542,100.378,117.172,54.416,-14.454,0.209,-0.0001,-0.8602,4.3381,-1.7548,0.8586,-4.3379,1.7571,-0.115712,0.422993,0.180282,-0.164320,0.320161,0.117800,0.279473,0.001310,0.328117,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
105,78.080,-17.806,-77.561,30.340,-17.806,102.439,-149.660,78.138,-17.906,-77.481,30.339,0.100,0.0312,12.1994,1.3834,0.8012,-12.2151,-1.3799,-0.8039,-0.030520,-0.002536,-0.088539,0.342629,-0.110044,0.369288,0.173746,0.422586,0.059311,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
106,-18.230,-120.706,-62.323,-7.872,-120.706,117.677,172.128,-18.269,-120.750,-62.528,-7.868,0.205,0.0006,-1.5382,4.2810,-1.8687,1.5315,-4.2796,1.8698,-0.094145,0.378868,-0.448391,-0.183759,-0.309414,0.100882,-0.324473,-0.023078,-0.300601,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,-0.000000,False,True
107,-81.993,-76.290,161.018,-52.406,-76.290,-18.982,127.594,-81.970,-76.383,160.992,-52.409,0.092,-0.0145,3.7141,1.0339,1.6109,-3.7404,-1.0432,-1.6091,-0.025296,0.576251,-0.713486,0.085289,-0.349614,0.059094,-0.633447,0.165773,-0.565952,-180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
108,-145.299,3.596,129.825,-7.130,3.596,-50.175,172.870,-145.277,3.481,129.709,-7.128,0.116,0.0263,14.4089,3.0802,-1.1162,-14.4637,-3.1057,1.1270,-0.456273,0.720931,-0.231147,0.359159,0.022571,0.555082,-0.184458,0.480363,-0.082708,-180.000,-0.001,-0.032924,0.000,-0.001,0.000004,0.000010,False,True
109,144.937,121.205,-50.583,69.949,121.205,129.417,-110.051,144.928,121.346,-50.612,69.952,0.141,-0.0002,-9.4218,-3.5049,-1.4726,9.4103,3.5140,1.4708,0.209569,0.661926,-0.028975,-0.186449,0.307800,-0.281026,0.038909,-0.378533,0.119086,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
110,-15.921,-118.169,-45.624,-58.632,-118.169,134.376,121.368,-15.960,-118.219,-45.648,-58.629,0.050,-0.0001,-0.8707,4.5124,-1.4039,0.8646,-4.5077,1.4056,-0.063119,0.388525,-0.299841,-0.169883,-0.317245,0.103828,-0.237686,0.010643,-0.152523,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
111,-107.149,40.374,-72.830,-26.566,40.374,107.170,153.434,-107.168,40.399,-72.760,-26.568,0.070,-0.0005,4.4386,-4.2195,0.9836,-4.4539,4.2161,-0.9801,-0.078799,0.522034,0.130448,0.274159,0.233112,0.033642,0.386079,0.098619,0.277848,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
112,-69.856,91.213,-62.593,98.067,91.213,117.407,-81.933,-69.830,91.323,-62.566,98.070,0.110,-0.0005,-6.8061,-6.5413,-1.1419,6.7841,6.5432,1.1376,-0.167495,0.093490,0.176469,-0.007616,0.359787,-0.257829,0.223255,-0.333248,0.324488,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
113,28.519,156.977,129.840,82.563,156.977,-50.160,-97.437,28.478,157.124,129.589,82.559,0.252,-0.0048,-10.3797,0.1064,1.8791,10.3769,-0.0970,-1.8787,-0.351899,0.527567,0.286011,-0.331203,0.140744,-0.413671,0.413592,-0.289122,0.434168,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
114,-116.362,-137.987,-176.218,-93.206,-137.987,3.782,86.794,-116.243,-137.637,-176.377,-93.209,0.350,-0.0027,-11.4107,-2.9917,1.2931,11.4604,3.0049,-1.2886,0.113472,0.092746,-0.687352,-0.267377,-0.240860,-0.466112,-0.445193,-0.380681,-0.538132,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000001,False,True
115,128.381,153.501,-23.021,6.066,153.501,156.979,-173.934,128.356,153.582,-23.175,6.069,0.154,0.0003,-7.5817,2.6120,-1.3810,7.5694,-2.6154,1.3823,0.034319,0.618001,-0.117223,-0.322060,0.160566,-0.137018,-0.056244,-0.228658,0.030579,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
116,93.067,36.528,159.422,-86.917,36.528,-20.578,93.083,93.120,36.173,159.435,-86.916,0.355,0.0010,14.5294,5.3294,-0.6091,-14.4448,-5.3000,0.6210,-0.147067,-0.103595,0.261443,0.289176,0.214200,0.563240,0.292531,0.522072,0.411868,179.996,-0.000,-0.032922,-0.004,-0.000,0.000006,0.000015,False,True
117,79.007,96.013,15.349,84.781,96.013,-164.651,-95.219,79.035,96.043,15.394,84.785,0.045,0.0000,-0.7760,0.4218,-1.8284,0.7780,-0.4140,1.8291,-0.125652,0.465796,-0.089945,-0.037695,0.357888,0.066132,0.092431,-0.055129,0.057333,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
118,-24.447,-160.641,-17.840,-11.691,-160.641,162.160,168.309,-24.495,-160.564,-18.025,-11.687,0.185,-0.0003,-6.4512,4.2838,-1.8741,6.4553,-4.2816,1.8742,-0.231496,0.314104,-0.237429,-0.339521,-0.119290,-0.054582,-0.111733,-0.178836,-0.089439,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
119,45.831,2.213,-67.547,-16.313,2.213,112.453,163.687,45.847,2.207,-67.518,-16.313,0.029,-0.0004,9.0613,-2.2937,0.2778,-9.0786,2.2933,-0.2766,0.072810,0.208095,0.000723,0.359599,0.013898,0.240642,0.272928,0.258983,0.148029,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
120,30.275,44.147,-153.391,-45.411,44.147,26.609,134.589,30.212,44.015,-153.254,-45.407,0.138,0.0187,8.4996,0.3104,-1.7214,-8.4749,-0.3088,1.7209,0.106169,0.267989,0.317894,0.258226,0.250647,0.352176,0.519757,0.238088,0.465720,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
121,53.945,-69.540,-99.185,13.764,-69.540,80.815,-166.236,54.088,-69.705,-99.395,13.768,0.210,-0.0193,8.0755,4.2704,-1.7203,-8.2921,-4.3140,1.7252,0.059218,0.162763,-0.483534,0.125794,-0.337165,0.405331,-0.281433,0.290957,-0.334862,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
122,-149.600,-24.606,-147.435,-71.000,-24.606,32.565,109.000,-149.587,-25.055,-147.332,-70.998,0.449,0.0005,15.5662,5.2533,-0.8531,-15.5824,-5.2355,0.8632,-0.539897,0.728674,-0.149047,0.327189,-0.149840,0.609482,-0.110371,0.552252,0.002149,-179.998,-0.006,-0.032910,0.002,-0.006,0.000018,0.000042,False,True
123,-30.309,19.547,-134.388,59.791,19.547,45.612,-120.209,-30.291,19.291,-134.343,59.788,0.256,0.0069,14.4441,3.6960,1.0852,-14.4023,-3.6778,-1.0908,0.395337,0.655221,0.126165,0.339126,0.120406,0.458871,0.379073,0.531188,0.275602,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
124,-165.019,18.917,-121.134,-1.758,18.917,58.866,178.242,-165.056,18.855,-121.178,-1.757,0.063,0.0099,11.6186,0.8508,-0.4632,-11.6090,-0.8433,0.4598,-0.431228,0.547812,0.125099,0.340430,0.116670,0.400747,0.395254,0.370262,0.272752,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
125,-2.163,-164.930,-71.269,13.293,-164.930,108.731,-166.707,-2.202,-164.908,-71.439,13.296,0.170,0.0011,-8.9662,2.0221,-1.3917,8.9580,-2.0310,1.3947,-0.362820,0.374937,-0.392019,-0.347491,-0.093566,-0.188922,-0.330427,-0.281387,-0.244483,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000001,False,True
126,-61.250,-21.787,-176.034,68.161,-21.787,3.966,-111.839,-61.365,-22.246,-175.948,68.164,0.460,0.0059,15.1810,4.6334,-1.2255,-15.2148,-4.6473,1.2153,0.199744,0.859346,-0.469115,0.334163,-0.133565,0.605525,-0.220797,0.524957,-0.317981,-179.998,0.000,-0.032925,0.002,0.000,0.000003,0.000007,False,True
127,-127.971,-103.025,162.052,-62.970,-103.025,-17.948,117.030,-127.976,-102.865,162.000,-62.975,0.161,0.0003,-3.8007,-1.2619,1.9000,3.8345,1.2696,-1.8996,0.005661,0.359198,-0.751184,-0.081108,-0.350608,-0.227802,-0.595001,-0.101863,-0.603684,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000001,False,True
128,-142.775,150.010,-135.425,-64.963,150.010,44.575,115.037,-142.747,150.293,-135.541,-64.966,0.283,-0.0056,-14.6334,-4.7399,1.2198,14.6020,4.7453,-1.2143,0.340563,0.135673,-0.138458,-0.311686,0.179878,-0.587540,0.108100,-0.507036,0.010863,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
129,31.552,171.569,-42.066,-15.840,171.569,137.934,164.160,31.536,171.614,-42.141,-15.838,0.074,0.0005,-8.1015,3.1511,-0.7635,8.1044,-3.1530,0.7642,-0.291681,0.508276,-0.199122,-0.355978,0.052764,-0.174662,-0.167171,-0.225328,-0.051547,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000001,False,True
130,-118.587,-72.127,136.630,57.226,-72.127,-43.370,-122.774,-118.585,-72.009,136.727,57.228,0.118,-0.0002,-0.1266,-3.6393,-1.0073,0.1595,3.6522,1.0014,-0.016046,0.365893,-0.640114,0.110445,-0.342500,-0.012254,-0.599778,-0.078642,-0.492406,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
131,153.043,-116.933,-141.636,-88.291,-116.933,38.364,91.709,153.017,-116.951,-141.942,-88.295,0.306,-0.0027,-2.0646,3.0630,1.8558,2.0800,-3.0748,-1.8543,-0.110820,0.441415,-0.719710,-0.163003,-0.320834,-0.106510,-0.600219,0.016422,-0.571520,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
132,29.182,-100.979,-5.902,59.034,-100.979,174.098,-120.966,29.168,-101.058,-5.914,59.031,0.079,0.0000,0.8914,3.0729,1.2758,-0.8988,-3.0661,-1.2779,-0.012916,0.340216,-0.321512,-0.068533,-0.353281,0.014237,-0.080525,0.098957,-0.174112,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
133,-55.127,-8.009,124.122,0.151,-8.009,-55.878,-179.849,-55.220,-8.075,124.042,0.153,0.093,0.0196,12.9807,1.8159,-0.8211,-13.1372,-1.8678,0.8426,0.189563,0.747084,-0.340690,0.356357,-0.050141,0.481814,-0.306085,0.425953,-0.192880,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000001,False,True
134,32.730,134.822,20.507,12.353,134.822,-159.493,-167.647,32.746,134.893,20.329,12.357,0.178,-0.0000,-4.3019,3.7327,-1.8600,4.2865,-3.7356,1.8603,-0.200049,0.454395,0.015408,-0.253673,0.255254,0.005347,0.136275,-0.117985,0.163207,-180.000,0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
135,-171.791,0.013,-104.276,12.877,0.013,75.724,-167.123,-171.802,-0.067,-104.285,12.877,0.080,-0.0050,12.8497,1.4776,-0.0495,-12.8515,-1.4711,0.0461,-0.500030,0.514271,0.002305,0.359867,0.000082,0.430094,0.276334,0.427041,0.150133,180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
136,165.081,-160.059,84.783,-88.767,-160.059,-95.217,91.233,165.066,-159.843,84.741,-88.762,0.216,0.0005,-14.1040,-3.4150,-1.8302,14.0940,3.3960,1.8308,0.424142,0.585375,-0.030850,-0.338291,-0.122734,-0.410740,0.152943,-0.532113,0.118236,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
137,-6.371,-165.641,65.283,-50.046,-165.641,-114.717,129.954,-6.372,-165.515,65.169,-50.042,0.126,-0.0048,-11.5706,-0.5494,-1.6558,11.5734,0.5485,1.6557,-0.483481,0.341345,-0.019206,-0.348626,-0.089245,-0.297374,0.191149,-0.407142,0.128802,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
138,101.785,-98.139,-49.613,51.059,-98.139,130.387,-128.941,101.814,-98.250,-49.636,51.060,0.111,0.0062,3.3528,4.9950,-0.2280,-3.3750,-4.9862,0.2219,-0.151872,0.254189,-0.477183,-0.050950,-0.356242,0.190122,-0.204151,0.175409,-0.329529,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
139,-150.217,123.398,-163.334,-17.546,123.398,16.666,162.454,-150.258,123.678,-163.332,-17.549,0.281,-0.0220,-9.9625,-3.6920,1.0244,9.9624,3.6981,-1.0236,0.238065,0.271818,0.228033,-0.198088,0.300442,-0.416644,0.483418,-0.348784,0.376971,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000001,False,True
140,-4.803,43.733,-177.169,12.103,43.733,2.831,-167.897,-4.804,43.431,-177.193,12.106,0.302,-0.0085,11.4710,3.2436,-0.9930,-11.4669,-3.2437,0.9902,0.311282,0.415513,0.198593,0.260029,0.248776,0.456005,0.455756,0.390361,0.347927,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
141,-3.345,22.665,117.141,88.974,22.665,-62.859,-91.026,-3.341,22.440,117.298,88.977,0.225,-0.0022,14.0417,3.4754,-1.2596,-13.9507,-3.4492,1.2547,0.385592,0.409459,-0.288922,0.332076,0.138671,0.549808,-0.045286,0.466623,-0.140240,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
142,157.618,-65.171,-64.239,-90.746,-65.171,115.761,89.254,157.630,-65.294,-64.173,-90.742,0.123,-0.0024,7.2140,2.4584,-1.4539,-7.2330,-2.4542,1.4553,-0.312943,0.360757,-0.172604,0.151113,-0.326603,0.332075,-0.106376,0.235592,-0.024969,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
143,25.822,154.593,-130.403,-10.064,154.593,49.597,169.936,25.801,154.735,-130.280,-10.068,0.142,-0.0797,-14.2835,-3.8176,1.8736,14.0504,3.7707,-1.8466,-0.512720,0.591155,-0.080245,-0.325062,0.154399,-0.585072,0.037599,-0.462651,0.068408,179.999,0.001,-0.032926,-0.001,0.001,0.000002,0.000005,False,True
144,-9.544,-60.776,6.678,-27.745,-60.776,-173.322,152.255,-9.459,-60.805,6.700,-27.746,0.085,-0.0001,2.2106,-3.3407,0.2699,-2.2153,3.3409,-0.2702,-0.051023,0.389041,-0.355434,0.175697,-0.314062,0.008548,-0.083176,0.026460,-0.208137,-180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
145,-83.889,120.580,151.500,-78.710,120.580,-28.500,101.290,-83.867,120.720,151.517,-78.706,0.140,-0.0154,-7.8963,-2.0883,-1.8514,7.8657,2.0760,1.8525,-0.084368,0.098602,0.417432,-0.183079,0.309817,-0.193424,0.594668,-0.316241,0.565477,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
146,-60.635,142.525,-176.947,90.159,142.525,3.053,-89.841,-60.529,142.865,-177.049,90.156,0.340,-0.1594,-12.7267,-3.8780,1.0757,13.0395,4.0077,-1.0720,-0.277439,0.008862,0.334782,-0.285598,0.218947,-0.520727,0.380074,-0.449656,0.484405,179.999,-0.003,-0.032919,-0.001,-0.003,0.000009,0.000023,False,True
147,7.442,-5.999,-159.788,92.292,-5.999,20.212,-87.708,7.469,-6.482,-159.827,92.291,0.483,-0.0256,17.8968,6.5430,0.5294,-17.8285,-6.5105,-0.5409,0.576263,0.294579,-0.241718,0.357896,-0.037613,0.634211,0.032369,0.670073,-0.088668,180.000,0.001,-0.032926,-0.000,0.001,0.000001,0.000006,False,True
